CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count_male	z_score_male	total_sample_count_female	z_score_female
7	ENSG00000159840.15	ZYX	143381079	143391097	377	1.6830385534549068	186	1.6120245628460226
17	ENSG00000159842.14	ABR	1003671	1229021	546	2.0625958206604262	276	1.877569447112936
3	ENSG00000160145.15	KALRN	124080022	124723787	544	2.060195206090302	272	1.8937104106664149
21	ENSG00000160182.2	TFF1	42362281	42366594	63	1.3874188901350308	32	1.80897035201065
21	ENSG00000160190.13	SLC37A1	42496007	42581440	497	2.444728946276542	255	1.9744152284338101
21	ENSG00000160209.18	PDXK	43719093	43762307	519	1.9094639673879341	262	1.596889180129537
21	ENSG00000160255.17	ITGB2	44885952	44931989	529	0.8793904022899471	260	1.033272892007878
21	ENSG00000160256.12	FAM207A	44940009	44976989	385	0.7595689549789989	187	0.7887880874146223
21	ENSG00000160282.13	FTCD	46136261	46155567	453	3.2215044279703995	225	2.0312314201420563
21	ENSG00000160284.14	SPATC1L	46161147	46184476	327	2.125924221797345	151	0.8781124323776442
21	ENSG00000160285.14	LSS	46188140	46228824	454	2.6514579633192703	220	2.576032960881665
21	ENSG00000160299.16	PCNT	46324121	46445769	456	1.455041787349183	240	1.1092595819673332
21	ENSG00000160305.17	DIP2A	46458898	46569852	528	1.0895051458197729	261	0.9250670691409656
19	ENSG00000160321.14	ZNF208	21932957	22010949	413	3.35859221696553	208	2.1097509997668267
19	ENSG00000160410.14	SHKBP1	40576850	40591399	387	1.6533162920891875	199	1.681769014861185
19	ENSG00000160439.15	RDH13	55039107	55071291	484	2.9560892586800875	245	2.4666816760729757
11	ENSG00000160593.18	JAML	118193739	118225094	342	1.1199665326138906	180	0.9629148457491234
11	ENSG00000160613.12	PCSK7	117204782	117232525	443	0.8514164843169609	222	0.7651516886974883
3	ENSG00000160808.9	MYL3	46857871	46882169	114	1.5029096808827958	64	1.80897035201065
7	ENSG00000160862.12	AZGP1	99966719	99976157	332	1.1376526619516114	170	0.8380913942688856
8	ENSG00000160886.13	LY6K	142700110	142702251	249	1.269145188766838	138	0.9470078092036658
8	ENSG00000160932.10	LY6E	143017981	143023832	241	1.2211313200542242	125	1.293653949602278
5	ENSG00000161011.19	SQSTM1	179806397	179837265	506	1.3926684715326565	259	0.989754131348988
8	ENSG00000161016.17	RPL8	144789765	144792587	292	4.061109799227126	160	4.031581033324715
7	ENSG00000161036.12	LRWD1	102464928	102473117	317	2.727039197956899	166	0.9981786376089332
3	ENSG00000161217.11	PCYT1A	196214221	196287957	483	1.5481017294362691	235	1.0672243917769964
19	ENSG00000161243.8	FBXO27	38990713	39032785	371	3.941290715727119	186	3.55935371413672
19	ENSG00000161249.20	DMKN	35497219	35513658	470	2.3130652917240333	236	2.342648057975892
3	ENSG00000161267.11	BDH1	197509782	197573323	500	1.3185863788493628	256	1.0629551927732903
17	ENSG00000161509.13	GRIN2C	74842022	74861504	248	1.5126891430025662	130	1.159917375273637
19	ENSG00000161551.14	ZNF577	51804815	51887976	428	1.0835809686817983	213	0.7722544499718781
19	ENSG00000161618.9	ALDH16A1	49453168	49471048	407	1.0976987492174188	207	1.0106359553854962
19	ENSG00000161643.12	SIGLEC16	49969672	49975814	205	1.916986418441856	118	1.8682678748956767
17	ENSG00000161664.6	ASB16	44170446	44179083	318	0.8622626529612312	167	0.9475793194987122
6	ENSG00000161896.11	IP6K3	33721669	33746905	403	2.291284780999674	214	2.026307672007612
17	ENSG00000161921.14	CXCL16	4733610	4739922	451	2.7558951334965758	217	2.6236241219580734
16	ENSG00000162069.14	BICDL2	3027755	3035337	367	1.4566504268230644	192	1.603173066703792
11	ENSG00000162174.12	ASRGL1	62337447	62393412	415	1.1288864934972629	215	0.8182717925101949
11	ENSG00000162341.16	TPCN2	69048896	69162440	507	1.8616828474069185	256	1.4488251027236487
1	ENSG00000162383.11	SLC1A7	53087178	53142632	374	1.2370338230383422	194	1.2043082250781294
1	ENSG00000162390.17	ACOT11	54542256	54639192	440	1.1611619318973638	232	0.9786847526691892
1	ENSG00000162430.16	SELENON	25800175	25818222	379	1.3813243893040144	221	1.2195147791634056
1	ENSG00000162433.14	AK4	65147548	65232145	400	1.0966708244275325	185	0.9846687930248034
1	ENSG00000162493.16	PDPN	13583464	13617957	462	1.2981760063753942	231	1.5568464050762745
1	ENSG00000162512.15	SDC3	30869466	30908761	464	1.0533916462050723	245	1.042060468397747
1	ENSG00000162551.13	ALPL	21509371	21578412	478	2.5633470879789058	247	2.253059230830712
1	ENSG00000162591.15	MEGF6	3489919	3611495	468	2.2180641928208797	243	2.033399490308252
1	ENSG00000162643.12	WDR63	84999146	85133138	433	1.5981295707140941	226	1.2316452242029161
1	ENSG00000162669.15	HFM1	91260765	91404869	314	0.9545123273639496	165	0.7700058752796647
1	ENSG00000162704.15	ARPC5	183620845	183635757	354	1.2357148853392377	158	0.884185082593757
1	ENSG00000162706.12	CADM3	159171608	159203306	470	1.3997051444698996	236	1.3380782585119075
1	ENSG00000162747.9	FCGR3B	161623195	161631963	308	1.7470152158723902	165	1.4485132886550018
1	ENSG00000162779.21	AXDND1	179365719	179554735	203	1.1205953390970909	73	0.8476433069471085
2	ENSG00000162804.13	SNED1	240998837	241094596	529	1.965964439249544	259	1.7779815715976484
1	ENSG00000162873.14	KLHDC8A	205336064	205357090	414	3.1900794935457983	225	3.2312582571313784
2	ENSG00000162878.12	PKDCC	42048019	42058528	410	3.0172474639559304	208	3.1229068658928965
1	ENSG00000162909.17	CAPN2	223701592	223776018	415	1.882776980571228	219	1.9001225742698515
2	ENSG00000162998.4	FRZB	182833274	182867162	340	1.6455747753359178	193	1.180915424312519
2	ENSG00000163017.13	ACTG2	73892313	73919865	446	2.340347387784752	236	2.0636008914581176
1	ENSG00000163050.16	COQ8A	226897535	226987545	528	1.9714348206208885	262	1.5717536338325162
4	ENSG00000163110.14	PDLIM5	94451856	94668227	472	2.5922423088680717	242	2.5624265287952617
2	ENSG00000163171.7	CDC42EP3	37641881	37738468	450	1.5352471022921703	208	1.349884100172275
1	ENSG00000163202.4	LCE3D	152579380	152580504	22	4.038457495936002	27	2.3044082610827146
1	ENSG00000163209.14	SPRR3	153001746	153003856	239	3.0961027231228857	129	3.4728972401893534
1	ENSG00000163216.6	SPRR2D	153039724	153041931	115	4.328919117093326	79	4.468704887432192
4	ENSG00000163293.11	NIPAL1	47914205	48040173	444	1.2734887857487225	219	1.1483516690393212
4	ENSG00000163297.16	ANTXR2	79901148	80125454	500	0.8238238312859373	248	1.0720832981699655
2	ENSG00000163331.11	DAPL1	158795316	158853754	399	2.8340930058175613	209	2.442117024031269
3	ENSG00000163347.5	CLDN1	190305700	190322475	511	3.17831717953873	261	2.867919601693064
2	ENSG00000163359.15	COL6A3	237324002	237414375	501	3.3473045247408164	262	3.4066485135150346
3	ENSG00000163378.13	EOGT	68975213	69013940	479	1.0826582231096131	234	1.0754877197631312
3	ENSG00000163430.11	FSTL1	120392292	120451253	462	3.0462866117847467	235	2.9447962202787115
1	ENSG00000163431.12	LMOD1	201896451	201946588	439	1.6631235568859597	223	1.8504989521846797
4	ENSG00000163453.11	IGFBP7	57030772	57110385	518	1.1564373086395006	267	1.0821282544662043
3	ENSG00000163520.13	FBLN2	13549130	13638422	528	2.66044237905926	270	2.694660890997941
4	ENSG00000163631.16	ALB	73397113	73421412	231	0.9989498667107302	127	1.4152007431164262
3	ENSG00000163638.13	ADAMTS9	64515653	64688000	535	1.5663756481348388	270	1.2799951075552451
3	ENSG00000163661.3	PTX3	157436788	157443628	278	0.7526349755214158	137	1.0563831991731625
3	ENSG00000163687.13	DNASE1L3	58192256	58214697	445	2.3149786342530363	209	2.631174817231828
2	ENSG00000163803.12	PLB1	28457144	28643788	514	2.1068770846376457	264	2.3265817059642617
2	ENSG00000163806.15	SPDYA	28782516	28850611	366	1.2444753704390266	197	0.9387716786065252
3	ENSG00000163815.5	CLEC3B	45026182	45036071	343	3.320121918975181	156	3.017369796504764
3	ENSG00000163820.14	FYCO1	45917898	45995824	427	2.979677169132907	219	2.381255953617391
1	ENSG00000163866.8	SMIM12	34712736	34859816	543	2.1594843973438467	273	1.3770222037292232
3	ENSG00000163931.15	TKT	53224706	53256031	490	1.7503899467708641	245	2.1710055763667957
4	ENSG00000163945.15	UVSSA	1347265	1388049	492	1.1775636728006773	249	1.0114025595563616
4	ENSG00000163956.10	LRPAP1	3506375	3532559	444	3.6332465642706246	219	3.0428143502202585
3	ENSG00000163959.9	SLC51A	196211486	196243178	481	1.634007335245124	237	1.1342678596755085
3	ENSG00000164048.13	ZNF589	48241099	48299253	416	2.068425884616443	207	1.265148540112818
4	ENSG00000164120.13	HPGD	174490176	174523154	470	2.762005025120132	249	2.862751632196368
4	ENSG00000164125.15	FAM198B	158124473	158173318	352	1.6200409658173192	168	1.6815720325349757
5	ENSG00000164171.10	ITGA2	52989325	53094779	457	2.150365711289304	240	1.9324487231947645
5	ENSG00000164253.13	WDR41	77425969	77620611	474	1.8252605588559885	240	1.7129316188674495
5	ENSG00000164292.12	RHOBTB3	95713521	95824383	521	1.9265236945468631	264	1.7278986941624936
5	ENSG00000164307.12	ERAP1	96760809	96808100	477	2.8452177393851223	242	2.508000800449646
5	ENSG00000164308.16	ERAP2	96875938	96919716	321	4.721540877236398	178	4.017244593224686
5	ENSG00000164309.14	CMYA5	79689876	79800222	497	0.9222024654327658	257	1.0554479960816492
6	ENSG00000164442.9	CITED2	139371806	139374620	294	1.0326971756954668	151	1.2706264599827768
6	ENSG00000164488.11	DACT2	168292829	168319754	337	1.1070881280232452	166	0.7998198083975037
6	ENSG00000164530.13	PI16	36948262	36964837	404	3.904203349895733	201	3.360128994995175
7	ENSG00000164543.5	STK17A	43582757	43626786	430	1.9202880269805327	223	1.8800304011973223
5	ENSG00000164574.15	GALNT10	154190729	154420984	546	1.1697631691103965	274	1.4169039909515997
7	ENSG00000164638.10	SLC29A4	5274368	5306789	445	1.6773137514052636	227	1.0193252616922661
7	ENSG00000164649.19	CDCA7L	21900899	21946084	480	1.7757566740243909	234	2.0042139303786946
6	ENSG00000164694.16	FNDC1	159169396	159272109	393	3.0765819059573047	186	2.8158280381893626
8	ENSG00000164733.20	CTSB	11842523	11869448	480	5.792670739720094	236	5.077310289850068
8	ENSG00000164764.10	SBSPON	73064539	73124088	464	1.3670088797011586	240	1.1092595819673332
8	ENSG00000164825.3	DEFB1	6870574	6878022	394	4.709977552891166	216	4.072740490386085
12	ENSG00000164845.16	FAM86FP	8232511	8242948	394	1.8660901116860469	208	1.3815452209887145
7	ENSG00000164849.9	GPR146	1044575	1057764	430	1.2942205078339273	216	1.5726845799916649
7	ENSG00000164855.15	TMEM184A	1543043	1560821	393	3.4838853053883536	199	3.0054902469856963
7	ENSG00000164877.18	MICALL2	1434365	1459502	319	1.6321579952933043	167	1.578526685229917
7	ENSG00000164880.15	INTS1	1470276	1504367	367	1.1790949024646753	175	1.1280753337668177
9	ENSG00000164946.19	FREM1	14734665	14910995	519	1.1243936210331844	263	1.1117635793550975
9	ENSG00000165025.14	SYK	90801786	90898549	531	1.4481004920533482	263	1.0616836315998164
9	ENSG00000165072.9	MAMDC2	70043580	70226970	390	0.8312863131496391	195	1.531407859519862
9	ENSG00000165124.17	SVEP1	110365250	110579880	531	1.0096269814177654	271	0.8346606950043821
7	ENSG00000165125.19	TRPV6	142871202	142885762	129	0.8260799304540333	80	0.9446217537218472
9	ENSG00000165238.16	WNK2	93184915	93320572	438	1.0876174538788463	233	0.9425019533581712
9	ENSG00000165272.14	AQP3	33441153	33447611	429	3.4533310770775687	228	3.292877093433782
10	ENSG00000165449.11	SLC16A9	59650760	59736002	350	1.1772256509740986	200	1.0104768850200414
14	ENSG00000165795.23	NDRG2	21016762	21070872	507	1.8903847007288483	260	1.261232961886244
10	ENSG00000165806.19	CASP7	113679161	113730907	446	0.7742301177343409	233	0.8859739436601503
5	ENSG00000165810.16	BTNL9	181040224	181061523	410	4.206239238946945	204	4.3309959072417525
10	ENSG00000165995.18	CACNB2	18140676	18541585	545	1.413907603609289	276	0.8515655899309201
11	ENSG00000166002.6	SMCO4	93478471	93543508	438	1.8517551515661137	220	1.2589303349177756
12	ENSG00000166148.3	AVPR1A	63142758	63150942	351	0.922494424817105	179	0.9363438740893923
14	ENSG00000166165.12	CKB	103519658	103523111	403	3.9522888087268364	191	2.8573512871078885
14	ENSG00000166183.15	ASPG	104085678	104115581	364	2.5956302394962663	192	2.4949613030335094
18	ENSG00000166347.18	CYB5A	74250846	74292016	327	3.4387048615815736	176	3.0998805962082128
11	ENSG00000166394.14	CYB5R2	7665099	7677222	440	3.112431337394831	206	2.330456676914435
11	ENSG00000166402.8	TUB	8019243	8106092	462	0.9832011225178532	234	0.9066284087421196
11	ENSG00000166405.14	RIC3	8106112	8169055	332	0.9184984505929004	161	0.7697579734114238
15	ENSG00000166411.13	IDH3A	78131544	78171949	420	1.7107931042287732	216	1.603173066703792
11	ENSG00000166441.12	RPL27A	8682410	8714759	424	1.78891281834778	210	1.7364513086168047
16	ENSG00000166473.17	PKD1L2	81100878	81220370	529	2.8462269502041537	272	2.6442652159031903
16	ENSG00000166501.12	PRKCB	23836000	24220611	521	0.9908487852449126	258	0.7672213031317495
12	ENSG00000166535.19	A2ML1	8822471	8887001	441	1.7008938935932505	221	1.0109238655492148
12	ENSG00000166598.14	HSP90B1	103930211	103953645	481	1.9667936886264181	239	1.6135059847945128
16	ENSG00000166669.13	ATF7IP2	10326433	10483638	384	1.5408050965969065	191	1.6505818654132254
15	ENSG00000166710.17	B2M	44711476	44718877	228	2.332619835465424	126	1.6423725496193842
16	ENSG00000166743.9	ACSM1	20623236	20698890	293	1.2131972877100743	151	1.357851799450584
17	ENSG00000166750.9	SLFN5	35243035	35273655	489	1.9195267665250404	254	1.8818906499540249
19	ENSG00000166770.10	ZNF667-AS1	56477249	56500666	421	1.7218209659581318	204	0.9736754881181094
15	ENSG00000166825.13	ANPEP	89784888	89815401	510	3.6856856260155553	262	3.381512967218013
16	ENSG00000166828.2	SCNN1G	23182714	23216883	408	0.7539179350039077	204	1.6193140302572708
11	ENSG00000166927.12	MS4A7	60378481	60395951	400	2.0789199997372743	198	2.293321538641941
15	ENSG00000166949.15	SMAD3	67065844	67195195	527	1.9493133635264348	269	1.2879742505460767
17	ENSG00000167107.12	ACSF2	50426157	50474845	425	2.0735700586952817	215	1.2777261969162033
15	ENSG00000167202.11	TBC1D2B	77984035	78077724	437	1.5584086878782897	204	1.1028031965459415
16	ENSG00000167207.11	NOD2	50693602	50733077	380	0.9731716591108102	202	0.8614878008454135
17	ENSG00000167291.15	TBC1D16	79932342	80035848	534	0.9170210064713812	273	0.7739532357970391
17	ENSG00000167363.13	FN3K	82735574	82751197	450	3.0227684871233844	225	2.1483072091166244
19	ENSG00000167460.14	TPM4	16067020	16103005	439	1.149334230393055	226	1.2316452242029161
19	ENSG00000167468.16	GPX4	1103925	1106790	399	2.031735933254141	181	1.5349529721269333
12	ENSG00000167528.12	ZNF641	48337179	48351414	430	1.9879710020234087	216	1.5726845799916649
17	ENSG00000167549.18	CORO6	29614761	29622907	298	2.8132263369841164	157	2.7829027276985183
19	ENSG00000167608.11	TMC4	54160107	54173250	428	2.460565793882372	225	2.1775761563602662
19	ENSG00000167615.16	LENG8	54449045	54461795	325	1.6745467637479359	166	1.3552245301895054
8	ENSG00000167632.14	TRAPPC9	139730342	140458579	542	1.7624443361056332	278	1.265606296560169
19	ENSG00000167642.12	SPINT2	38244034	38292614	363	1.7434359558285546	198	1.9939800327410573
19	ENSG00000167644.11	C19orf33	38304160	38305009	188	2.2898442710311318	101	1.2201048524692448
8	ENSG00000167653.4	PSCA	142670307	142682724	321	4.381544624100454	156	4.157170145896592
8	ENSG00000167656.4	LY6D	142784879	142786592	197	3.5465690542163437	126	2.4786281851520124
19	ENSG00000167658.15	EEF2	3976055	3985469	247	2.5830057401027853	138	1.949151111567495
19	ENSG00000167671.11	UBXN6	4445018	4457822	411	2.6536025959973903	214	1.9647608203270561
19	ENSG00000167676.4	PLIN4	4502211	4518465	464	1.2102002629531152	228	1.0977060501606324
17	ENSG00000167693.16	NXN	799312	979770	539	2.6818156747495925	264	1.8027340706377144
17	ENSG00000167711.13	SERPINF2	1742835	1755268	434	1.508497944951236	205	1.5108152606148606
17	ENSG00000167723.14	TRPV3	3510501	3557995	522	2.0604514293202825	266	1.881695708472472
19	ENSG00000167748.10	KLK1	50819147	50823787	332	2.4087470878321344	174	2.6156010909720115
19	ENSG00000167766.18	ZNF83	52594059	52690496	532	2.64718027868631	275	2.055178740614127
11	ENSG00000167799.9	NUDT8	67627937	67629930	312	1.4096286575865244	139	0.933961750454154
17	ENSG00000167920.8	TMEM99	40819161	40836274	419	2.446406045392581	212	2.0535973137904997
11	ENSG00000168071.21	CCDC88B	64340222	64357534	421	1.4625839178426023	228	1.2998928567778965
8	ENSG00000168077.13	SCARA3	27633867	27676776	416	2.7680335593384817	218	2.456570983756083
8	ENSG00000168079.16	SCARA5	27869881	27992727	515	1.6630270101913478	261	1.8081818566646464
3	ENSG00000168297.15	PXK	58332879	58426126	436	2.3150536360035474	225	1.855617736680204
2	ENSG00000168395.15	ING5	241687084	241729478	460	0.8333141614821666	227	0.9903141906357928
6	ENSG00000168405.15	CMAHP	25081319	25166555	437	2.4741423033039327	206	1.627149449457989
2	ENSG00000168427.8	KLHL30	238138721	238152888	422	1.0258944006141832	223	1.259869971931814
18	ENSG00000168461.12	RAB31	9708164	9862551	523	2.625135681992054	272	2.9105911145355945
6	ENSG00000168477.17	TNXB	32041770	32115263	508	0.8536149990410302	243	0.9222635301329538
1	ENSG00000168528.11	SERINC2	31409564	31434680	399	3.7640977944706164	209	4.049108266236016
5	ENSG00000168685.14	IL7R	35852694	35879603	426	1.0417598333195368	207	1.1060781746582418
20	ENSG00000168703.5	WFDC12	45123424	45124465	44	2.2194775416587023	26	0.9066284087421196
3	ENSG00000168827.14	GFM1	158644277	158692575	384	1.5787005123110167	201	1.296012939380124
13	ENSG00000168852.12	TPTE2P5	40822295	40921749	432	2.2271331811969057	216	1.4812191198552835
5	ENSG00000168903.8	BTNL3	180988844	181006727	42	3.7549801004642154	26	3.1862291075257767
2	ENSG00000168906.12	MAT2A	85539164	85544722	377	1.6637390313936091	187	1.2113878604511643
14	ENSG00000168952.15	STXBP6	24809655	25050297	495	1.0472460155688867	252	1.145845766021886
17	ENSG00000168961.16	LGALS9	27629797	27649560	407	1.3837299950988615	202	1.3179095029121082
4	ENSG00000168993.14	CPLX1	784956	826198	478	2.5785686775544487	247	2.173073241399706
6	ENSG00000168994.13	PXDC1	3722613	3739161	387	3.401793147363492	201	3.8515851987130447
19	ENSG00000169021.5	UQCRFS1	29205320	29213541	200	0.8238238312859373	103	0.7959681806458255
2	ENSG00000169031.18	COL4A3	227164564	227314792	529	1.3745380647019154	267	1.2794469999289595
19	ENSG00000169035.11	KLK7	50976481	50984099	260	1.3723162482680151	147	1.1047796410626942
8	ENSG00000169085.11	C8orf46	66460002	66518524	372	1.3855561354455508	191	1.616102739079092
4	ENSG00000169116.11	PARM1	74933094	75050115	415	1.6548566007581689	208	1.8564620332353088
19	ENSG00000169136.10	ATF5	49929763	49933935	445	2.7727893193745143	213	1.8234631185815555
16	ENSG00000169347.16	GP2	20309571	20327808	194	1.9654681572282264	94	1.4455411034900287
14	ENSG00000169413.2	RNASE6	20781050	20782467	220	0.7973659410419038	108	1.2068227394461402
1	ENSG00000169442.8	CD52	26317956	26320523	239	3.217875439727224	115	3.027648189349521
1	ENSG00000169469.8	SPRR1B	153031201	153032900	97	5.528418583132215	73	5.268056229702629
1	ENSG00000169474.4	SPRR1A	152985230	152985500	104	2.6456022162621253	78	3.8616663516098217
2	ENSG00000169507.9	SLC38A11	164896185	164955525	405	1.3771530420685631	227	1.0773474038052129
